id,value,captured_at,latitude,longitude
14034153,1162,2011-09-24,37.373866666667,140.96519833333
14252462,3034,2011-10-29,37.440436666667,140.94559
14034184,1116,2011-09-24,37.37388,140.96518333333
14034146,1231,2011-09-24,37.373861666667,140.96520333333
14034121,1136,2011-09-24,37.373903333333,140.96515666667
14034137,1128,2011-09-24,37.37388,140.96518166667
14034110,1134,2011-09-24,37.37391,140.96514666667
14034139,1142,2011-09-24,37.373871666667,140.96518666667
14034131,1148,2011-09-24,37.373901666667,140.96515333333
14034097,1149,2011-09-24,37.37391,140.96514333333
14034086,1122,2011-09-24,37.373903333333,140.96515
14034094,1174,2011-09-24,37.37392,140.96513166667
14034090,1167,2011-09-24,37.373878333333,140.96517666667
14034138,1137,2011-09-24,37.373876666667,140.96517833333
14034152,1186,2011-09-24,37.373858333333,140.96519833333
14034107,1102,2011-09-24,37.373898333333,140.96515333333
14959009,89,2011-12-17,37.493051666667,141.01557833333
14034151,1209,2011-09-24,37.373853333333,140.96519833333
14083087,117,2011-10-05,37.490595,141.00420166667
14034147,1224,2011-09-24,37.373856666667,140.96519166667
14034109,1107,2011-09-24,37.373896666667,140.96514666667
14034096,1155,2011-09-24,37.373906666667,140.965135
14034095,1167,2011-09-24,37.373901666667,140.96514
14034148,1204,2011-09-24,37.373855,140.96519
14034108,1121,2011-09-24,37.373891666667,140.96514666667
14034149,1221,2011-09-24,37.37385,140.96518833333
14034150,1218,2011-09-24,37.373848333333,140.96518833333
14463494,1077,2011-11-10,37.467218333333,140.96247833333
14963190,2154,2011-12-17,37.351325,141.01118
14478143,838,2011-11-08,37.370216666667,140.96943666667
15152550,1039,2012-01-07,37.351315,141.01121
14081854,1226,2011-10-05,37.374083333333,140.964895
15152651,1086,2012-01-07,37.37393,140.96504333333
15152649,1054,2012-01-07,37.37394,140.96502666667
15152650,1079,2012-01-07,37.373935,140.96503166667
15152652,1112,2012-01-07,37.373918333333,140.96504
15862339,1380,2012-03-23,37.35549,140.99617666667
17824821,1380,2012-03-23,37.35549,140.996176666667
15152660,1092,2012-01-07,37.373896666667,140.96506166667
15152656,1143,2012-01-07,37.373906666667,140.96505
15152654,1134,2012-01-07,37.373918333333,140.96503666667
15152653,1115,2012-01-07,37.373916666667,140.96503833333
15152662,1117,2012-01-07,37.373896666667,140.96506
15152661,1114,2012-01-07,37.373895,140.96506166667
15152659,1084,2012-01-07,37.373895,140.96506166667
15152668,1096,2012-01-07,37.373893333333,140.96506333333
15152669,1077,2012-01-07,37.373891666667,140.965065
15152670,1091,2012-01-07,37.37389,140.96506666667
15152655,1156,2012-01-07,37.373916666667,140.96503666667
15152658,1097,2012-01-07,37.373893333333,140.96506166667
15152671,1110,2012-01-07,37.373888333333,140.96506666667
15152664,1098,2012-01-07,37.373898333333,140.965055
15152665,1096,2012-01-07,37.373896666667,140.96505666667
15152663,1121,2012-01-07,37.373896666667,140.96505666667
15152666,1088,2012-01-07,37.373895,140.96505833333
15152667,1096,2012-01-07,37.373893333333,140.96506
15254201,103,2012-01-14,37.490638333333,141.00414333333
14865610,111,2011-12-15,37.490633333333,141.00412
14250532,167,2011-10-29,37.492641666667,141.01287333333
15152657,1141,2012-01-07,37.373893333333,140.965055
15152672,1089,2012-01-07,37.373871666667,140.965075
15152673,1069,2012-01-07,37.373858333333,140.96508333333
15152648,1043,2012-01-07,37.373945,140.96498666667
15152646,982,2012-01-07,37.373945,140.96498666667
15152647,1006,2012-01-07,37.373945,140.96498666667
15152674,1053,2012-01-07,37.373855,140.965085
14081855,1226,2011-10-05,37.374025,140.96489833333
15152645,930,2012-01-07,37.373943333333,140.96498666667
15152675,1050,2012-01-07,37.37385,140.96508666667
15152676,1086,2012-01-07,37.373845,140.96508666667
15152677,1082,2012-01-07,37.373845,140.96508666667
15152678,1077,2012-01-07,37.373843333333,140.96508833333
15152693,1150,2012-01-07,37.37384,140.96509166667
15152692,1171,2012-01-07,37.37384,140.96509166667
15152690,1128,2012-01-07,37.37384,140.96509
15152694,1159,2012-01-07,37.37384,140.96509
15152688,1117,2012-01-07,37.37384,140.96509
15152689,1121,2012-01-07,37.37384,140.96509
15152695,1122,2012-01-07,37.37384,140.96509
15152691,1140,2012-01-07,37.37384,140.96509
15152687,1146,2012-01-07,37.37384,140.96509
15152697,1090,2012-01-07,37.373838333333,140.96509166667
15152696,1107,2012-01-07,37.373838333333,140.96509166667
15152700,1095,2012-01-07,37.373836666667,140.96509333333
15152701,1106,2012-01-07,37.373836666667,140.96509333333
15152686,1132,2012-01-07,37.37384,140.96508833333
15152684,1100,2012-01-07,37.37384,140.96508833333
15152685,1107,2012-01-07,37.37384,140.96508833333
15152679,1066,2012-01-07,37.373838333333,140.96509
15152699,1065,2012-01-07,37.373836666667,140.96509166667
15152698,1088,2012-01-07,37.373836666667,140.96509166667
15152702,1114,2012-01-07,37.373835,140.96509333333
15152703,1106,2012-01-07,37.373835,140.96509333333
15152705,1112,2012-01-07,37.373833333333,140.965095
15152683,1081,2012-01-07,37.373838333333,140.96508833333
15152704,1095,2012-01-07,37.373833333333,140.96509333333
15152714,1116,2012-01-07,37.373831666667,140.965095
15152706,1119,2012-01-07,37.373831666667,140.965095
15152715,1125,2012-01-07,37.37383,140.96509666667
15152682,1067,2012-01-07,37.373836666667,140.96508833333
14081856,1209,2011-10-05,37.374008333333,140.9649
15152711,1146,2012-01-07,37.373831666667,140.96509333333
15152712,1136,2012-01-07,37.373831666667,140.96509333333
15152713,1134,2012-01-07,37.373831666667,140.96509333333
15152708,1135,2012-01-07,37.37383,140.965095
15152709,1160,2012-01-07,37.37383,140.965095
15152710,1142,2012-01-07,37.37383,140.965095
15152707,1127,2012-01-07,37.37383,140.965095
15152716,1114,2012-01-07,37.373828333333,140.96509666667
15152717,1109,2012-01-07,37.373828333333,140.96509666667
15152681,1066,2012-01-07,37.373833333333,140.96509
14233650,91,2011-10-22,37.4931,141.01538
15152718,1111,2012-01-07,37.373828333333,140.965095
15152680,1046,2012-01-07,37.373831666667,140.96509
15152719,1117,2012-01-07,37.373826666667,140.965095
15152725,1101,2012-01-07,37.373823333333,140.96509833333
14081857,1197,2011-10-05,37.374008333333,140.964895
15152720,1112,2012-01-07,37.373825,140.965095
15152724,1113,2012-01-07,37.373823333333,140.96509666667
15152721,1106,2012-01-07,37.373825,140.96509333333
15152723,1116,2012-01-07,37.373823333333,140.965095
15152726,1111,2012-01-07,37.37382,140.96509833333
15152722,1110,2012-01-07,37.373823333333,140.96509333333
15152729,1091,2012-01-07,37.373818333333,140.96509833333
15152728,1099,2012-01-07,37.373818333333,140.96509833333
15152727,1093,2012-01-07,37.373818333333,140.96509833333
14081858,1225,2011-10-05,37.374,140.96489833333
15254013,1065,2012-01-14,37.351263333333,141.01119333333
15152730,1077,2012-01-07,37.373818333333,140.96509666667
14463296,1535,2011-11-10,37.46739,140.96253
15152633,758,2012-01-07,37.370248333333,140.96928666667
14755832,665,2011-12-08,37.382325,140.95703833333
14866726,775,2011-12-15,37.474421666667,140.97061
14082220,99,2011-10-05,37.490655,141.00405
14081859,1254,2011-10-05,37.373978333333,140.96489833333
15501533,161,2012-01-18,37.490663333333,141.004075
14081860,1277,2011-10-05,37.373973333333,140.9649
14081866,1276,2011-10-05,37.373943333333,140.96493166667
14081865,1261,2011-10-05,37.373941666667,140.96492833333
14081864,1280,2011-10-05,37.373945,140.96492333333
14081867,1280,2011-10-05,37.373943333333,140.964925
15264642,604,2011-11-05,37.474608333333,140.97083333333
14081863,1281,2011-10-05,37.37395,140.96491666667
14081861,1295,2011-10-05,37.373958333333,140.96490666667
14081431,1284,2011-10-05,37.372455,140.966595
14081862,1280,2011-10-05,37.373956666667,140.96490666667
15143053,905,2011-11-24,37.351238333333,141.011175
15119242,905,2011-11-24,37.351238333333,141.011175
15152644,885,2012-01-07,37.373856666667,140.96499333333
15500377,110,2012-01-18,37.493156666667,141.01539166667
15153465,113,2012-01-07,37.490703333333,141.00407666667
14083055,475,2011-10-05,37.487421666667,140.99402666667
14081847,942,2011-10-05,37.372463333333,140.96652166667
14315563,1348,2011-11-05,37.351285,141.01078166667
14252267,945,2011-10-29,37.370286666667,140.96912833333
14081879,934,2011-10-05,37.37019,140.96923
14463002,1114,2011-11-10,37.35117,141.01123333333
14081878,1002,2011-10-05,37.370293333333,140.96908666667
14463493,1074,2011-11-10,37.467443333333,140.96243833333
15143290,279,2011-11-24,37.474276666667,140.97026166667
15119479,279,2011-11-24,37.474276666667,140.97026166667
14866279,810,2011-12-15,37.370233333333,140.96913833333
14895083,138,2011-12-18,37.490775,141.00403833333
14081909,845,2011-10-05,37.360928333333,140.98338333333
15152740,874,2012-01-07,37.370331666667,140.96895333333
14081868,1302,2011-10-05,37.373781666667,140.96491166667
14755978,2508,2011-12-08,37.440591666667,140.94534166667
13961541,113,2011-09-17,37.493216666667,141.015185
14081322,776,2011-10-05,37.370111666667,140.96921
14463297,1459,2011-11-10,37.467598333333,140.96250333333
15141976,690,2011-11-20,37.474143333333,140.96996666667
15118161,690,2011-11-20,37.474143333333,140.96996666667
14959389,75,2011-12-17,37.493235,141.01514333333
15501534,165,2012-01-18,37.4908,141.00399
14081323,768,2011-10-05,37.370205,140.96905
14753843,782,2011-12-08,37.37029,140.96894166667
14032426,134,2011-09-24,37.490805,141.00398333333
15142288,179,2011-11-20,37.493243333333,141.01512833333
15118473,179,2011-11-20,37.493243333333,141.01512833333
14233651,93,2011-10-22,37.493225,141.01499166667
15862332,1607,2012-03-23,37.354438333333,140.99851666667
17824803,1607,2012-03-23,37.3544383333333,140.998516666667
14464014,119,2011-11-10,37.493251666667,141.01507166667
14866292,1134,2011-12-15,37.373683333333,140.96491666667
14866291,1114,2011-12-15,37.373698333333,140.9649
14316900,81,2011-11-05,37.49327,141.01514833333
14081346,1058,2011-10-05,37.373606666667,140.964995
14866293,1155,2011-12-15,37.373671666667,140.96492166667
14866294,1179,2011-12-15,37.373658333333,140.964905
14866295,1131,2011-12-15,37.373648333333,140.96491333333
14476993,117,2011-11-08,37.490851666667,141.00395833333
15152731,1058,2012-01-07,37.373515,140.96505166667
